Artist,Song Title,Year,Rank,Genre,Decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Dramatics,Whatcha See is Whatcha Get,1971,46,R&B/Soul,70s,0.641,0.74,6,-8.425,1,0.118,0.249,0,0.281,0.914,152.939,audio_features,5lYpHO6ZO4Shys3GD8rav6,spotify:track:5lYpHO6ZO4Shys3GD8rav6,https://api.spotify.com/v1/tracks/5lYpHO6ZO4Shys3GD8rav6,https://api.spotify.com/v1/audio-analysis/5lYpHO6ZO4Shys3GD8rav6,214973,4
The Drifters,Save the Last Dance for Me,1960,26,Pop,60s,0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960,4
The Drifters,Under the Boardwalk,1964,20,R&B/Soul,60s,0.747,0.226,7,-13.635,1,0.0414,0.908,1.68e-4,0.107,0.778,123.792,audio_features,65jrjEhWfAvysKfnojk1i0,spotify:track:65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,161960,4
The Edgar Winter Group,Frankenstein,1973,16,Rock,70s,0.628,0.669,2,-14.636,0,0.0932,0.0901,0.898,0.237,0.5,96.152,audio_features,2l0Z9fY1E8Bep8opmhmDhq,spotify:track:2l0Z9fY1E8Bep8opmhmDhq,https://api.spotify.com/v1/tracks/2l0Z9fY1E8Bep8opmhmDhq,https://api.spotify.com/v1/audio-analysis/2l0Z9fY1E8Bep8opmhmDhq,284293,4
The Emotions,Best of My Love,1977,3,Pop,70s,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,audio_features,2M2WJ7gBlcKNxdhyfPp9zY,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,https://api.spotify.com/v1/tracks/2M2WJ7gBlcKNxdhyfPp9zY,https://api.spotify.com/v1/audio-analysis/2M2WJ7gBlcKNxdhyfPp9zY,220560,4
The Escape Club,"Wild, Wild West",1988,18,Rock,80s,0.724,0.907,11,-4.78,0,0.0632,0.0187,4.97e-6,0.0824,0.962,139.016,audio_features,4Qn1QhHhUT01LfpBnC7xnf,spotify:track:4Qn1QhHhUT01LfpBnC7xnf,https://api.spotify.com/v1/tracks/4Qn1QhHhUT01LfpBnC7xnf,https://api.spotify.com/v1/audio-analysis/4Qn1QhHhUT01LfpBnC7xnf,244827,4
The Esquires,Get on Up,1967,34,R&B/Soul,60s,0.702,0.472,9,-12.507,1,0.0316,0.596,0,0.0604,0.963,118.001,audio_features,43deBIFPPZo1lO18ll67Wy,spotify:track:43deBIFPPZo1lO18ll67Wy,https://api.spotify.com/v1/tracks/43deBIFPPZo1lO18ll67Wy,https://api.spotify.com/v1/audio-analysis/43deBIFPPZo1lO18ll67Wy,144600,4
The Essex,Easier Said Than Done,1963,31,Pop,60s,0.796,0.475,4,-11.216,1,0.0435,0.486,1.52e-6,0.195,0.883,136.459,audio_features,2C5p7j2gw7Jr2VAZDiNP4u,spotify:track:2C5p7j2gw7Jr2VAZDiNP4u,https://api.spotify.com/v1/tracks/2C5p7j2gw7Jr2VAZDiNP4u,https://api.spotify.com/v1/audio-analysis/2C5p7j2gw7Jr2VAZDiNP4u,126040,4
The Everly Brothers,Cathy's Clown,1960,3,Rock,60s,0.507,0.561,7,-10.472,1,0.0353,0.548,0,0.59,0.89,120.042,audio_features,27bw4i8LnECzVlbMZ4kFHw,spotify:track:27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/tracks/27bw4i8LnECzVlbMZ4kFHw,https://api.spotify.com/v1/audio-analysis/27bw4i8LnECzVlbMZ4kFHw,145933,4
The Everly Brothers,Crying in the Rain,1962,47,Pop,60s,0.61,0.379,2,-9.381,1,0.0278,0.622,0,0.144,0.48,97.166,audio_features,3lWuagNhAzcqOikD5KnBku,spotify:track:3lWuagNhAzcqOikD5KnBku,https://api.spotify.com/v1/tracks/3lWuagNhAzcqOikD5KnBku,https://api.spotify.com/v1/audio-analysis/3lWuagNhAzcqOikD5KnBku,120307,4
The Everly Brothers,Let It Be Me,1960,30,Pop,60s,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,audio_features,0Tjdbd83LEAWrA0atsXMDJ,spotify:track:0Tjdbd83LEAWrA0atsXMDJ,https://api.spotify.com/v1/tracks/0Tjdbd83LEAWrA0atsXMDJ,https://api.spotify.com/v1/audio-analysis/0Tjdbd83LEAWrA0atsXMDJ,146733,4
The Fendermen,Mule Skinner Blues,1960,44,Rockabilly,60s,0.51,0.592,4,-6.387,1,0.0384,0.814,0,0.0933,0.545,128.88,audio_features,6WHF5nnnZpkcCxkPTImpPD,spotify:track:6WHF5nnnZpkcCxkPTImpPD,https://api.spotify.com/v1/tracks/6WHF5nnnZpkcCxkPTImpPD,https://api.spotify.com/v1/audio-analysis/6WHF5nnnZpkcCxkPTImpPD,148333,4
The Foundations,Build Me Up Buttercup,1969,9,Pop,60s,0.659,0.513,0,-7.186,1,0.0293,0.315,0,0.283,0.855,133.609,audio_features,6sPOmDulFtLzfX25zICNrC,spotify:track:6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/tracks/6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,177533,4
The Four Seasons,Candy Girl,1963,39,Pop,60s,0.644,0.52,5,-8.163,1,0.036,0.719,0,0.644,0.715,126.204,audio_features,4AFLFG6pyvhBLC37FbDwc2,spotify:track:4AFLFG6pyvhBLC37FbDwc2,https://api.spotify.com/v1/tracks/4AFLFG6pyvhBLC37FbDwc2,https://api.spotify.com/v1/audio-analysis/4AFLFG6pyvhBLC37FbDwc2,157800,4
The Four Seasons,Dawn (Go Away),1964,25,Pop,60s,0.63,0.598,9,-6.057,1,0.0355,0.509,1.39e-6,0.0802,0.851,133.756,audio_features,7tAwfqQWDA1dLKiLvn8EgH,spotify:track:7tAwfqQWDA1dLKiLvn8EgH,https://api.spotify.com/v1/tracks/7tAwfqQWDA1dLKiLvn8EgH,https://api.spotify.com/v1/audio-analysis/7tAwfqQWDA1dLKiLvn8EgH,167760,4
The Four Seasons,"December, 1963 (Oh, What a Night)",1976,4,Rock,70s,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-6,0.0542,0.967,104.409,audio_features,1hQFF33xi8ruavZNyovtUN,spotify:track:1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4
The Four Seasons,Rag Doll,1964,24,Pop,60s,0.498,0.534,10,-8.346,1,0.0378,0.755,8.82e-5,0.0665,0.611,120.935,audio_features,6kAROIu6CLVjulTqSPYmAP,spotify:track:6kAROIu6CLVjulTqSPYmAP,https://api.spotify.com/v1/tracks/6kAROIu6CLVjulTqSPYmAP,https://api.spotify.com/v1/audio-analysis/6kAROIu6CLVjulTqSPYmAP,181560,4
The Four Seasons,Walk Like a Man,1963,18,Pop,60s,0.681,0.64,3,-10.364,1,0.0346,0.605,0,0.0641,0.966,117.884,audio_features,4C76SOnBa9eQDwOwe11hPz,spotify:track:4C76SOnBa9eQDwOwe11hPz,https://api.spotify.com/v1/tracks/4C76SOnBa9eQDwOwe11hPz,https://api.spotify.com/v1/audio-analysis/4C76SOnBa9eQDwOwe11hPz,137933,4
The Fray,How to Save a Life,2007,24,Rock,2000s,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
The Fray,How to Save a Life,2007,24,Rock,2000s,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
The Fray,How to Save a Life,2006,27,Rock,2000s,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
The Fray,How to Save a Life,2006,27,Rock,2000s,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
The Fray,Over My Head (Cable Car),2006,13,Rock,2000s,0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,audio_features,1N62wozuHCvczCkY4QidpP,spotify:track:1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/tracks/1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/audio-analysis/1N62wozuHCvczCkY4QidpP,236267,4
The Fray,You Found Me,2009,13,Rock,2000s,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,audio_features,4IoYz8XqqdowINzfRrFnhi,spotify:track:4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/tracks/4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi,241853,4
The Friends of Distinction,Going in Circles,1969,29,Pop,60s,0.385,0.339,4,-10.413,1,0.0373,0.809,0,0.307,0.278,117.449,audio_features,5gUk26spbkbYgXmDTMbW3C,spotify:track:5gUk26spbkbYgXmDTMbW3C,https://api.spotify.com/v1/tracks/5gUk26spbkbYgXmDTMbW3C,https://api.spotify.com/v1/audio-analysis/5gUk26spbkbYgXmDTMbW3C,252280,3
The Friends of Distinction,Grazing in the Grass,1969,17,Pop,60s,0.595,0.857,1,-6.89,0,0.163,0.498,0,0.355,0.74,127.629,audio_features,755QPhAgO1YSmbs8a9M9b9,spotify:track:755QPhAgO1YSmbs8a9M9b9,https://api.spotify.com/v1/tracks/755QPhAgO1YSmbs8a9M9b9,https://api.spotify.com/v1/audio-analysis/755QPhAgO1YSmbs8a9M9b9,174080,4
The Fuzz,I Love You for All Seasons,1971,45,R&B/Soul,70s,0.477,0.464,7,-10.818,0,0.0272,0.567,0,0.487,0.689,77.917,audio_features,03DQO1cC5RzTWRxJLzJCgy,spotify:track:03DQO1cC5RzTWRxJLzJCgy,https://api.spotify.com/v1/tracks/03DQO1cC5RzTWRxJLzJCgy,https://api.spotify.com/v1/audio-analysis/03DQO1cC5RzTWRxJLzJCgy,184635,4
The Go-Go's,We Got the Beat,1982,25,Pop,80s,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,audio_features,5kz9GDBTX846OXwqWoyKzF,spotify:track:5kz9GDBTX846OXwqWoyKzF,https://api.spotify.com/v1/tracks/5kz9GDBTX846OXwqWoyKzF,https://api.spotify.com/v1/audio-analysis/5kz9GDBTX846OXwqWoyKzF,153133,4
The Grass Roots,Midnight Confessions,1968,19,Pop,60s,0.705,0.751,6,-7.08,1,0.0441,0.00297,2.71e-4,0.105,0.794,134.954,audio_features,0Q1perOt9SEwRUp6cHglrC,spotify:track:0Q1perOt9SEwRUp6cHglrC,https://api.spotify.com/v1/tracks/0Q1perOt9SEwRUp6cHglrC,https://api.spotify.com/v1/audio-analysis/0Q1perOt9SEwRUp6cHglrC,164213,4
The Grass Roots,Temptation Eyes,1971,29,Rock,70s,0.555,0.869,3,-5.479,1,0.0278,0.0104,1.56e-4,0.108,0.84,134.892,audio_features,2oWuaJStqkos5vsvrOJH74,spotify:track:2oWuaJStqkos5vsvrOJH74,https://api.spotify.com/v1/tracks/2oWuaJStqkos5vsvrOJH74,https://api.spotify.com/v1/audio-analysis/2oWuaJStqkos5vsvrOJH74,159173,4
The Greg Kihn Band,Jeopardy,1983,21,Rock,80s,0.851,0.808,0,-4.695,1,0.0355,0.0712,0.0504,0.156,0.89,110.566,audio_features,7LmDmvqagpX0PKxveGtZTa,spotify:track:7LmDmvqagpX0PKxveGtZTa,https://api.spotify.com/v1/tracks/7LmDmvqagpX0PKxveGtZTa,https://api.spotify.com/v1/audio-analysis/7LmDmvqagpX0PKxveGtZTa,229653,4
The Greg Kihn Band,The Breakup Song (They Don't Write 'Em),1981,47,Rock,80s,0.68,0.455,9,-14.604,0,0.0346,0.057,0.00891,0.193,0.752,145.52,audio_features,6YxLVpZdcHHlmQuIyGTy9G,spotify:track:6YxLVpZdcHHlmQuIyGTy9G,https://api.spotify.com/v1/tracks/6YxLVpZdcHHlmQuIyGTy9G,https://api.spotify.com/v1/audio-analysis/6YxLVpZdcHHlmQuIyGTy9G,177970,4
The Guess Who,American Woman,1970,3,Rock,70s,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,audio_features,3LQPTJEqOfljGBxmpgUnoC,spotify:track:3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/tracks/3LQPTJEqOfljGBxmpgUnoC,https://api.spotify.com/v1/audio-analysis/3LQPTJEqOfljGBxmpgUnoC,307493,4
The Guess Who,These Eyes,1969,44,Rock,60s,0.561,0.382,7,-11.276,1,0.0267,0.491,1.08e-6,0.156,0.758,96.447,audio_features,5lEyMg4GNKnMbaarvT4sRd,spotify:track:5lEyMg4GNKnMbaarvT4sRd,https://api.spotify.com/v1/tracks/5lEyMg4GNKnMbaarvT4sRd,https://api.spotify.com/v1/audio-analysis/5lEyMg4GNKnMbaarvT4sRd,225920,4
The Happenings,I Got Rhythm,1967,37,Rock,60s,0.501,0.358,0,-12.983,1,0.0338,0.712,0,0.171,0.541,132.327,audio_features,0McquIDG7V5E6biGOsal0T,spotify:track:0McquIDG7V5E6biGOsal0T,https://api.spotify.com/v1/tracks/0McquIDG7V5E6biGOsal0T,https://api.spotify.com/v1/audio-analysis/0McquIDG7V5E6biGOsal0T,178640,4
The Happenings,See You In September,1966,15,Rock,60s,0.519,0.422,4,-8.732,1,0.0282,0.864,0,0.332,0.803,128.956,audio_features,2caREKLVN9PbVDe9EPzXjc,spotify:track:2caREKLVN9PbVDe9EPzXjc,https://api.spotify.com/v1/tracks/2caREKLVN9PbVDe9EPzXjc,https://api.spotify.com/v1/audio-analysis/2caREKLVN9PbVDe9EPzXjc,147227,4
The Highwaymen,Cotton Fields,1962,36,Outlaw Country,60s,0.732,0.292,9,-12.402,1,0.0399,0.845,0,0.0885,0.6,135.188,audio_features,4u00xAxjE159vAnxfMNgP4,spotify:track:4u00xAxjE159vAnxfMNgP4,https://api.spotify.com/v1/tracks/4u00xAxjE159vAnxfMNgP4,https://api.spotify.com/v1/audio-analysis/4u00xAxjE159vAnxfMNgP4,134439,4
The Highwaymen,Michael,1961,3,Traditional Folk,60s,0.525,0.121,0,-19.451,1,0.029,0.859,5.98e-6,0.191,0.631,107.408,audio_features,25TcXSVruQ3Oox1RyqRCFf,spotify:track:25TcXSVruQ3Oox1RyqRCFf,https://api.spotify.com/v1/tracks/25TcXSVruQ3Oox1RyqRCFf,https://api.spotify.com/v1/audio-analysis/25TcXSVruQ3Oox1RyqRCFf,165559,4
The Hollies,Bus Stop,1966,33,Pop,60s,0.597,0.66,4,-10.812,0,0.0331,0.132,0,0.0948,0.742,136.283,audio_features,3Jw2A9SC8zhntx4ON9VabX,spotify:track:3Jw2A9SC8zhntx4ON9VabX,https://api.spotify.com/v1/tracks/3Jw2A9SC8zhntx4ON9VabX,https://api.spotify.com/v1/audio-analysis/3Jw2A9SC8zhntx4ON9VabX,174533,4
The Hollies,"He Ain't Heavy, He's My Brother",1970,46,Rock,70s,0.309,0.441,7,-6.524,1,0.0291,0.409,1.73e-5,0.513,0.217,75.734,audio_features,41iPmvB2ogl3dzEHw9EZh0,spotify:track:41iPmvB2ogl3dzEHw9EZh0,https://api.spotify.com/v1/tracks/41iPmvB2ogl3dzEHw9EZh0,https://api.spotify.com/v1/audio-analysis/41iPmvB2ogl3dzEHw9EZh0,257840,4
The Hollies,Long Cool Woman in a Black Dress,1972,24,Pop/Rock,70s,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,audio_features,5UwbnHhjnbinJH8TefuQfN,spotify:track:5UwbnHhjnbinJH8TefuQfN,https://api.spotify.com/v1/tracks/5UwbnHhjnbinJH8TefuQfN,https://api.spotify.com/v1/audio-analysis/5UwbnHhjnbinJH8TefuQfN,199200,4
The Hollies,On a Carousel,1967,42,Rock,60s,0.586,0.627,0,-7.938,1,0.0318,0.523,2.69e-5,0.57,0.712,121.234,audio_features,5DcB4bQNmczM5QXxvVoWtc,spotify:track:5DcB4bQNmczM5QXxvVoWtc,https://api.spotify.com/v1/tracks/5DcB4bQNmczM5QXxvVoWtc,https://api.spotify.com/v1/audio-analysis/5DcB4bQNmczM5QXxvVoWtc,192600,4
The Hollies,The Air That I Breathe,1974,50,Rock,70s,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,audio_features,6yLIqXX9edg1x0HZS7cZEv,spotify:track:6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/tracks/6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/audio-analysis/6yLIqXX9edg1x0HZS7cZEv,257107,4
The Hollywood Argyles,Alley Oop,1960,16,World,60s,0.584,0.476,7,-9.562,1,0.0614,0.809,0,0.0915,0.944,63.325,audio_features,2bgl6miORpyE4ql0gl7KHR,spotify:track:2bgl6miORpyE4ql0gl7KHR,https://api.spotify.com/v1/tracks/2bgl6miORpyE4ql0gl7KHR,https://api.spotify.com/v1/audio-analysis/2bgl6miORpyE4ql0gl7KHR,161440,4
The Honeycombs,Have I the Right?,1964,31,Rock,60s,0.368,0.891,1,-8.067,0,0.26,0.024,6.11e-4,0.194,0.527,142.216,audio_features,3DzwsdqmeL60taVeshJ8WP,spotify:track:3DzwsdqmeL60taVeshJ8WP,https://api.spotify.com/v1/tracks/3DzwsdqmeL60taVeshJ8WP,https://api.spotify.com/v1/audio-analysis/3DzwsdqmeL60taVeshJ8WP,178040,4
The Honeydrippers,Sea of Love,1985,34,Rock,80s,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,audio_features,0VMGij4wSGBM5pSTcqjxeD,spotify:track:0VMGij4wSGBM5pSTcqjxeD,https://api.spotify.com/v1/tracks/0VMGij4wSGBM5pSTcqjxeD,https://api.spotify.com/v1/audio-analysis/0VMGij4wSGBM5pSTcqjxeD,183880,4
The Hues Corporation,Rock the Boat,1974,43,R&B/Soul,70s,0.767,0.62,1,-10.095,1,0.213,0.112,0,0.363,0.603,99.925,audio_features,6LWEOOT4Ah5bSSFKNGZ3wG,spotify:track:6LWEOOT4Ah5bSSFKNGZ3wG,https://api.spotify.com/v1/tracks/6LWEOOT4Ah5bSSFKNGZ3wG,https://api.spotify.com/v1/audio-analysis/6LWEOOT4Ah5bSSFKNGZ3wG,304000,4
The Human League,(Keep Feeling) Fascination,1983,33,Electronic,80s,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24e-6,0.204,0.674,118.132,audio_features,0ZfZaT7NByalxa6bct5G67,spotify:track:0ZfZaT7NByalxa6bct5G67,https://api.spotify.com/v1/tracks/0ZfZaT7NByalxa6bct5G67,https://api.spotify.com/v1/audio-analysis/0ZfZaT7NByalxa6bct5G67,224733,4
The Human League,Human,1986,25,Rock,80s,0.641,0.528,8,-11.11,1,0.0254,0.0666,3.62e-4,0.0729,0.524,101.399,audio_features,3gE2Af7Tgd1iZOO1xbTqoh,spotify:track:3gE2Af7Tgd1iZOO1xbTqoh,https://api.spotify.com/v1/tracks/3gE2Af7Tgd1iZOO1xbTqoh,https://api.spotify.com/v1/audio-analysis/3gE2Af7Tgd1iZOO1xbTqoh,229160,4
The Intruders,Cowboys to Girls,1968,32,R&B/Soul,60s,0.278,0.432,4,-9.181,1,0.0402,0.797,0,0.732,0.838,208.007,audio_features,6n3WVi0pxFQuAjAQRPPryY,spotify:track:6n3WVi0pxFQuAjAQRPPryY,https://api.spotify.com/v1/tracks/6n3WVi0pxFQuAjAQRPPryY,https://api.spotify.com/v1/audio-analysis/6n3WVi0pxFQuAjAQRPPryY,159080,4
The Isley Brothers,Fight the Power,1975,29,R&B/Soul,70s,0.793,0.786,11,-7.449,0,0.175,0.121,0.0187,0.0673,0.83,126.548,audio_features,5idtcCtrCgNywqssGXGXTU,spotify:track:5idtcCtrCgNywqssGXGXTU,https://api.spotify.com/v1/tracks/5idtcCtrCgNywqssGXGXTU,https://api.spotify.com/v1/audio-analysis/5idtcCtrCgNywqssGXGXTU,319920,4
The Isley Brothers,It's Your Thing,1969,21,R&B/Soul,60s,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-6,0.0718,0.837,185.503,audio_features,3ZxfehzRtB3oJcBuxWXFZQ,spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/tracks/3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/audio-analysis/3ZxfehzRtB3oJcBuxWXFZQ,169293,4
The Isley Brothers,That Lady,1973,21,R&B/Soul,70s,0.344,0.769,5,-9.112,0,0.0606,0.261,1.22e-4,0.335,0.923,126.318,audio_features,46pW0poQYEb2bVaqozGO59,spotify:track:46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/tracks/46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/audio-analysis/46pW0poQYEb2bVaqozGO59,334387,4
The Isley Brothers,Twist and Shout,1962,38,R&B/Soul,60s,0.774,0.811,5,-6.526,1,0.0355,0.65,0,0.0736,0.963,123.354,audio_features,7iFdUmdqT9XrsJdSGf9KrX,spotify:track:7iFdUmdqT9XrsJdSGf9KrX,https://api.spotify.com/v1/tracks/7iFdUmdqT9XrsJdSGf9KrX,https://api.spotify.com/v1/audio-analysis/7iFdUmdqT9XrsJdSGf9KrX,155400,4
The J. Geils Band,Centerfold,1982,5,Rock,80s,0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,audio_features,1ynmMEK1fkyiZ6Z6F3ThEt,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/tracks/1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/audio-analysis/1ynmMEK1fkyiZ6Z6F3ThEt,216533,4
The J. Geils Band,Freeze-Frame,1982,49,Rock,80s,0.573,0.806,0,-10.978,1,0.0356,0.151,0.0116,0.405,0.934,186.328,audio_features,6QqK6a1CmV4L504uMQaGDH,spotify:track:6QqK6a1CmV4L504uMQaGDH,https://api.spotify.com/v1/tracks/6QqK6a1CmV4L504uMQaGDH,https://api.spotify.com/v1/audio-analysis/6QqK6a1CmV4L504uMQaGDH,237507,4
The Jackson 5,ABC,1970,15,Pop,70s,0.715,0.678,8,-11.842,1,0.0475,0.486,1.92e-4,0.15,0.947,94.769,audio_features,6wDviYDtmSDZ0S6TVMM9Vc,spotify:track:6wDviYDtmSDZ0S6TVMM9Vc,https://api.spotify.com/v1/tracks/6wDviYDtmSDZ0S6TVMM9Vc,https://api.spotify.com/v1/audio-analysis/6wDviYDtmSDZ0S6TVMM9Vc,177733,4
The Jackson 5,Dancing Machine,1974,5,R&B/Soul,70s,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-5,0.689,0.845,109.277,audio_features,0xqb2Euq1PAxKHBA36NUnx,spotify:track:0xqb2Euq1PAxKHBA36NUnx,https://api.spotify.com/v1/tracks/0xqb2Euq1PAxKHBA36NUnx,https://api.spotify.com/v1/audio-analysis/0xqb2Euq1PAxKHBA36NUnx,161813,4
The Jackson 5,I Want You Back,1970,28,Pop,70s,0.469,0.538,8,-13.559,1,0.0571,0.305,1.2e-4,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
The Jackson 5,Never Can Say Goodbye,1971,40,R&B/Soul,70s,0.527,0.821,2,-7.19,1,0.047,0.337,1.68e-6,0.394,0.835,166.139,audio_features,5RHf8SmHRWbF3oywpXaQ2i,spotify:track:5RHf8SmHRWbF3oywpXaQ2i,https://api.spotify.com/v1/tracks/5RHf8SmHRWbF3oywpXaQ2i,https://api.spotify.com/v1/audio-analysis/5RHf8SmHRWbF3oywpXaQ2i,179773,4
The Jackson 5,The Love You Save,1970,16,R&B/Soul,70s,0.755,0.713,9,-10.953,0,0.0513,0.411,0,0.118,0.946,113.656,audio_features,2dYdai0GywuwYq6blSwDBV,spotify:track:2dYdai0GywuwYq6blSwDBV,https://api.spotify.com/v1/tracks/2dYdai0GywuwYq6blSwDBV,https://api.spotify.com/v1/audio-analysis/2dYdai0GywuwYq6blSwDBV,181427,4
The Jacksons,Enjoy Yourself,1977,40,Pop,70s,0.601,0.643,9,-8.912,0,0.224,0.171,0,0.536,0.822,203.669,audio_features,4OdhWe5GZTkwAuNXLQZImM,spotify:track:4OdhWe5GZTkwAuNXLQZImM,https://api.spotify.com/v1/tracks/4OdhWe5GZTkwAuNXLQZImM,https://api.spotify.com/v1/audio-analysis/4OdhWe5GZTkwAuNXLQZImM,204413,4
The Jacksons,Shake Your Body (Down to the Ground),1979,25,Pop,70s,0.774,0.803,0,-4.959,1,0.0877,0.0307,0,0.347,0.813,117.779,audio_features,6lSVidZXCnOnYAWcgIqVDF,spotify:track:6lSVidZXCnOnYAWcgIqVDF,https://api.spotify.com/v1/tracks/6lSVidZXCnOnYAWcgIqVDF,https://api.spotify.com/v1/audio-analysis/6lSVidZXCnOnYAWcgIqVDF,224893,4
The Jaggerz,The Rapper,1970,45,R&B/Soul,70s,0.822,0.7,9,-6.383,1,0.0326,0.141,0.00827,0.668,0.961,120.376,audio_features,0s1PceKn7sF0Pc8bsnDN1t,spotify:track:0s1PceKn7sF0Pc8bsnDN1t,https://api.spotify.com/v1/tracks/0s1PceKn7sF0Pc8bsnDN1t,https://api.spotify.com/v1/audio-analysis/0s1PceKn7sF0Pc8bsnDN1t,162693,4
The Jets,You Got It All,1987,43,Pop,80s,0.66,0.358,5,-11.184,0,0.0287,0.255,0,0.0999,0.625,166.904,audio_features,23x0iKY1oRBQVM8ka2s2bF,spotify:track:23x0iKY1oRBQVM8ka2s2bF,https://api.spotify.com/v1/tracks/23x0iKY1oRBQVM8ka2s2bF,https://api.spotify.com/v1/audio-analysis/23x0iKY1oRBQVM8ka2s2bF,250933,4
