Artist,Song Title,Year,Rank,Genre,Decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Finger Eleven,Paralyzer,2008,25,Rock,2000s,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,audio_features,28IEbk5a7twNTbUEvWslUb,spotify:track:28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/audio-analysis/28IEbk5a7twNTbUEvWslUb,208107,4
FireHouse,Love of a Lifetime,1991,43,Hard Rock,90s,0.472,0.48,1,-11.893,1,0.0308,2.04e-4,0.00275,0.0914,0.126,123.023,audio_features,2kDH08boXJyhKMl5hnZbrE,spotify:track:2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/tracks/2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/audio-analysis/2kDH08boXJyhKMl5hnZbrE,286573,4
Five for Fighting,Superman (It's Not Easy),2002,46,Alternative,2000s,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,audio_features,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,221693,4
Five Man Electrical Band,Signs,1971,24,Pop,70s,0.446,0.731,2,-10.302,1,0.0519,0.243,0,0.0935,0.723,153.672,audio_features,5KWXi2eCYsC6ofIILjvG4V,spotify:track:5KWXi2eCYsC6ofIILjvG4V,https://api.spotify.com/v1/tracks/5KWXi2eCYsC6ofIILjvG4V,https://api.spotify.com/v1/audio-analysis/5KWXi2eCYsC6ofIILjvG4V,241693,4
Five Stairsteps,O-o-h Child,1970,21,R&B/Soul,70s,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-5,0.678,0.664,88.368,audio_features,74JdR9aXE6I74oS1BVRsvb,spotify:track:74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/tracks/74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/audio-analysis/74JdR9aXE6I74oS1BVRsvb,197160,4
Five,When the Lights Go Out,1998,38,Pop,90s,0.854,0.827,5,-6.424,1,0.0335,0.0636,0,0.123,0.961,104.001,audio_features,37giHQffMdB94OqVy4ZBd8,spotify:track:37giHQffMdB94OqVy4ZBd8,https://api.spotify.com/v1/tracks/37giHQffMdB94OqVy4ZBd8,https://api.spotify.com/v1/audio-analysis/37giHQffMdB94OqVy4ZBd8,249600,4
Fleetwood Mac,Dreams,1977,39,Rock,70s,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
Fleetwood Mac,Hold Me,1982,31,Pop,80s,0.709,0.571,10,-13.25,1,0.039,0.247,0.014,0.114,0.779,124.739,audio_features,4kRMsLX7bJqjIfK44qJ9h6,spotify:track:4kRMsLX7bJqjIfK44qJ9h6,https://api.spotify.com/v1/tracks/4kRMsLX7bJqjIfK44qJ9h6,https://api.spotify.com/v1/audio-analysis/4kRMsLX7bJqjIfK44qJ9h6,225333,4
Flo Rida,Good Feeling,2012,16,Pop,2010s,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,audio_features,2LEF1A8DOZ9wRYikWgVlZ8,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8,248133,4
Flo Rida,My House,2016,14,Hip-Hop/Rap,2010s,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,audio_features,6Knv6wdA0luoMUuuoYi2i1,spotify:track:6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,192191,4
Flo Rida,Right Round,2009,6,Hip-Hop/Rap,2000s,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,audio_features,3GpbwCm3YxiWDvy29Uo3vP,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,204640,4
Flo Rida,Whistle,2012,17,Hip-Hop/Rap,2010s,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4
Florida Georgia Line,H.O.L.Y.,2016,49,Country,2010s,0.523,0.666,7,-4.081,0,0.0327,0.401,0,0.0728,0.564,78.077,audio_features,0BCy325UZyR9z0t0uxwn2N,spotify:track:0BCy325UZyR9z0t0uxwn2N,https://api.spotify.com/v1/tracks/0BCy325UZyR9z0t0uxwn2N,https://api.spotify.com/v1/audio-analysis/0BCy325UZyR9z0t0uxwn2N,194187,4
Floyd Cramer,On the Rebound,1961,29,Country,60s,0.535,0.683,9,-11.677,1,0.0334,0.371,0.0133,0.205,0.912,150.742,audio_features,2vdjYcYAmectRUOiR9Blk3,spotify:track:2vdjYcYAmectRUOiR9Blk3,https://api.spotify.com/v1/tracks/2vdjYcYAmectRUOiR9Blk3,https://api.spotify.com/v1/audio-analysis/2vdjYcYAmectRUOiR9Blk3,126107,4
Foreigner,Feels Like the First Time,1977,31,Rock,70s,0.499,0.802,7,-4.537,1,0.0547,0.0136,1.56e-6,0.128,0.504,107.705,audio_features,36xEjbl8DtevPJgw6i9IuY,spotify:track:36xEjbl8DtevPJgw6i9IuY,https://api.spotify.com/v1/tracks/36xEjbl8DtevPJgw6i9IuY,https://api.spotify.com/v1/audio-analysis/36xEjbl8DtevPJgw6i9IuY,232333,4
Foreigner,Hot Blooded,1978,36,Rock,70s,0.705,0.806,0,-4.83,1,0.0814,0.229,0,0.0676,0.763,117.945,audio_features,6xMHglHoafdDFGXS6qfwSH,spotify:track:6xMHglHoafdDFGXS6qfwSH,https://api.spotify.com/v1/tracks/6xMHglHoafdDFGXS6qfwSH,https://api.spotify.com/v1/audio-analysis/6xMHglHoafdDFGXS6qfwSH,268693,4
Foreigner,I Want to Know What Love Is,1985,4,Rock,80s,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-6,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4
Foreigner,Urgent,1981,37,Rock,80s,0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,audio_features,08onVqQ8YicJ98Ycm1qoLf,spotify:track:08onVqQ8YicJ98Ycm1qoLf,https://api.spotify.com/v1/tracks/08onVqQ8YicJ98Ycm1qoLf,https://api.spotify.com/v1/audio-analysis/08onVqQ8YicJ98Ycm1qoLf,271200,4
Foreigner,Waiting for a Girl Like You,1982,19,Rock,80s,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-6,0.0402,0.433,201.327,audio_features,2OgVsp77En2nju8pnCieVU,spotify:track:2OgVsp77En2nju8pnCieVU,https://api.spotify.com/v1/tracks/2OgVsp77En2nju8pnCieVU,https://api.spotify.com/v1/audio-analysis/2OgVsp77En2nju8pnCieVU,292067,4
Foster the People,Pumped Up Kicks,2011,13,Alternative,2010s,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4
Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),1965,2,R&B/Soul,60s,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,audio_features,6b6IMqP565TbtFFZg9iFf3,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4
Four Tops,Reach Out I'll Be There,1966,5,R&B/Soul,60s,0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842,audio_features,6Pkj4nv5K53i64cLVgkVyY,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/tracks/6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/audio-analysis/6Pkj4nv5K53i64cLVgkVyY,178533,4
Frank Mills,Music Box Dancer,1979,49,Pop,70s,0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,audio_features,5NdzToomqRRxNSR0F0nUHg,spotify:track:5NdzToomqRRxNSR0F0nUHg,https://api.spotify.com/v1/tracks/5NdzToomqRRxNSR0F0nUHg,https://api.spotify.com/v1/audio-analysis/5NdzToomqRRxNSR0F0nUHg,192360,4
Frank Sinatra,Strangers in the Night,1966,8,Pop,60s,0.259,0.473,5,-8.275,1,0.0295,0.592,0,0.201,0.539,90.348,audio_features,74VR3AkGPhbYXnxcOYa16x,spotify:track:74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/tracks/74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/audio-analysis/74VR3AkGPhbYXnxcOYa16x,157867,4
Franke and the Knockouts,Sweetheart,1981,50,Rock,80s,0.598,0.848,9,-6.934,1,0.042,0.0151,0.00545,0.0748,0.714,144.562,audio_features,0D2UIFvpE0xb5wEgWrpps2,spotify:track:0D2UIFvpE0xb5wEgWrpps2,https://api.spotify.com/v1/tracks/0D2UIFvpE0xb5wEgWrpps2,https://api.spotify.com/v1/audio-analysis/0D2UIFvpE0xb5wEgWrpps2,251293,3
Frankie Avalon,Why,1960,24,Vocal,60s,0.51,0.349,5,-8.677,1,0.0264,0.762,0,0.13,0.586,94.267,audio_features,0CRxGsJrwOMQUuTr4yT5mX,spotify:track:0CRxGsJrwOMQUuTr4yT5mX,https://api.spotify.com/v1/tracks/0CRxGsJrwOMQUuTr4yT5mX,https://api.spotify.com/v1/audio-analysis/0CRxGsJrwOMQUuTr4yT5mX,157520,4
Frankie Valli,Grease,1978,11,Pop,70s,0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,audio_features,5Vrczz39CvlD3OGCa6utoA,spotify:track:5Vrczz39CvlD3OGCa6utoA,https://api.spotify.com/v1/tracks/5Vrczz39CvlD3OGCa6utoA,https://api.spotify.com/v1/audio-analysis/5Vrczz39CvlD3OGCa6utoA,207307,4
Frankie Valli,My Eyes Adored You,1975,5,Pop,70s,0.461,0.499,11,-10.443,0,0.0316,0.238,0,0.135,0.387,137.687,audio_features,2yDQVcj26tpi9IUJhw9xDs,spotify:track:2yDQVcj26tpi9IUJhw9xDs,https://api.spotify.com/v1/tracks/2yDQVcj26tpi9IUJhw9xDs,https://api.spotify.com/v1/audio-analysis/2yDQVcj26tpi9IUJhw9xDs,212013,4
Freak Nasty,Da' Dip,1997,34,Hip-Hop/Rap,90s,0.953,0.428,8,-17.199,1,0.298,0.0079,0.0302,0.224,0.723,131.737,audio_features,76YDsWGWezclVy9Z6sDGhf,spotify:track:76YDsWGWezclVy9Z6sDGhf,https://api.spotify.com/v1/tracks/76YDsWGWezclVy9Z6sDGhf,https://api.spotify.com/v1/audio-analysis/76YDsWGWezclVy9Z6sDGhf,237000,4
Freda Payne,Band of Gold,1970,10,Pop,70s,0.631,0.746,7,-5.439,1,0.0277,0.451,0,0.424,0.93,108.875,audio_features,0YgoNapnyIXuruBrzvoCSu,spotify:track:0YgoNapnyIXuruBrzvoCSu,https://api.spotify.com/v1/tracks/0YgoNapnyIXuruBrzvoCSu,https://api.spotify.com/v1/audio-analysis/0YgoNapnyIXuruBrzvoCSu,182533,4
Freddy Cannon,Palisades Park,1962,14,Rock & Roll,60s,0.36,0.82,1,-6.28,1,0.0552,0.404,0,0.121,0.857,83.227,audio_features,2qi7QEyfxL2Z2ez9Rd51e0,spotify:track:2qi7QEyfxL2Z2ez9Rd51e0,https://api.spotify.com/v1/tracks/2qi7QEyfxL2Z2ez9Rd51e0,https://api.spotify.com/v1/audio-analysis/2qi7QEyfxL2Z2ez9Rd51e0,113213,4
Freddy Cannon,Way Down Yonder in New Orleans,1960,40,Pop,60s,0.453,0.714,8,-9.083,1,0.0475,0.749,2.02e-6,0.124,0.881,142.737,audio_features,6E7f8UOCFwyhjTgPUJTbxk,spotify:track:6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/tracks/6E7f8UOCFwyhjTgPUJTbxk,https://api.spotify.com/v1/audio-analysis/6E7f8UOCFwyhjTgPUJTbxk,150000,4
Freddy Fender,Before the Next Teardrop Falls,1975,4,Country,70s,0.778,0.307,10,-9.356,1,0.0341,0.892,2.87e-4,0.0985,0.699,92.299,audio_features,2SVW5774QbmEjWfbHOEnz3,spotify:track:2SVW5774QbmEjWfbHOEnz3,https://api.spotify.com/v1/tracks/2SVW5774QbmEjWfbHOEnz3,https://api.spotify.com/v1/audio-analysis/2SVW5774QbmEjWfbHOEnz3,149952,4
Freddy Fender,Wasted Days and Wasted Nights,1975,27,Country,70s,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69e-5,0.201,0.85,87.587,audio_features,0Ao3qWJKueyfs3iqwGN30F,spotify:track:0Ao3qWJKueyfs3iqwGN30F,https://api.spotify.com/v1/tracks/0Ao3qWJKueyfs3iqwGN30F,https://api.spotify.com/v1/audio-analysis/0Ao3qWJKueyfs3iqwGN30F,164676,4
Free,All Right Now,1970,27,Rock,70s,0.787,0.472,2,-12.824,1,0.0832,0.221,3.36e-4,0.153,0.824,120.059,audio_features,1gcESexgftSuLuML57Y69q,spotify:track:1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/tracks/1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/audio-analysis/1gcESexgftSuLuML57Y69q,330643,4
Frida,I Know There's Something Going On,1983,20,Pop,80s,0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,audio_features,6CT0MVgHnoAUXrSrnlwfWx,spotify:track:6CT0MVgHnoAUXrSrnlwfWx,https://api.spotify.com/v1/tracks/6CT0MVgHnoAUXrSrnlwfWx,https://api.spotify.com/v1/audio-analysis/6CT0MVgHnoAUXrSrnlwfWx,326747,4
Friend & Lover,Reach Out of the Darkness,1968,49,Alternative Folk,60s,0.637,0.432,2,-13.219,1,0.033,0.0267,0.0185,0.0756,0.856,116.421,audio_features,3DrlHWCoFqHQYGwE8MWsuv,spotify:track:3DrlHWCoFqHQYGwE8MWsuv,https://api.spotify.com/v1/tracks/3DrlHWCoFqHQYGwE8MWsuv,https://api.spotify.com/v1/audio-analysis/3DrlHWCoFqHQYGwE8MWsuv,190707,4
Fun,Some Nights,2012,14,Alternative,2010s,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-5,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,277040,4
Future,Mask Off,2017,14,Hip-Hop/Rap,2010s,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
Gallery,Nice to Be with You,1972,14,Pop,70s,0.675,0.812,9,-10.834,1,0.0288,0.114,0,0.0409,0.971,131.865,audio_features,17rMZ3L3ovX8raoaqA8ncX,spotify:track:17rMZ3L3ovX8raoaqA8ncX,https://api.spotify.com/v1/tracks/17rMZ3L3ovX8raoaqA8ncX,https://api.spotify.com/v1/audio-analysis/17rMZ3L3ovX8raoaqA8ncX,157163,4
Gary Lewis & the Playboys,This Diamond Ring,1965,17,Pop,60s,0.645,0.649,10,-8.345,0,0.031,0.253,0,0.107,0.567,133.652,audio_features,44zDLad2CZrhWg2lg9nfuy,spotify:track:44zDLad2CZrhWg2lg9nfuy,https://api.spotify.com/v1/tracks/44zDLad2CZrhWg2lg9nfuy,https://api.spotify.com/v1/audio-analysis/44zDLad2CZrhWg2lg9nfuy,132400,4
Gary Numan,Cars,1980,12,Pop,80s,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57e-5,0.0692,0.819,128.038,audio_features,4QQEzkxcONBthDLfzqIh9S,spotify:track:4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/tracks/4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/audio-analysis/4QQEzkxcONBthDLfzqIh9S,238907,4
Gary Puckett & The Union Gap,Lady Willpower,1968,34,Pop,60s,0.53,0.517,0,-8.258,0,0.0293,0.439,0,0.138,0.647,122.779,audio_features,1wXUeV5w6MkRFwMZu060U9,spotify:track:1wXUeV5w6MkRFwMZu060U9,https://api.spotify.com/v1/tracks/1wXUeV5w6MkRFwMZu060U9,https://api.spotify.com/v1/audio-analysis/1wXUeV5w6MkRFwMZu060U9,165173,4
Gary Puckett & The Union Gap,Young Girl,1968,15,Pop,60s,0.441,0.555,3,-8.227,1,0.034,0.664,0,0.162,0.462,119.426,audio_features,28E3Hw3po6GAA83aB9vHSz,spotify:track:28E3Hw3po6GAA83aB9vHSz,https://api.spotify.com/v1/tracks/28E3Hw3po6GAA83aB9vHSz,https://api.spotify.com/v1/audio-analysis/28E3Hw3po6GAA83aB9vHSz,191267,4
Gary U.S. Bonds,Dear Lady Twist,1962,32,Pop,60s,0.524,0.892,9,-7.214,0,0.235,0.62,0,0.818,0.936,138.964,audio_features,248Jb9TGzk3Rk0OaNtUGol,spotify:track:248Jb9TGzk3Rk0OaNtUGol,https://api.spotify.com/v1/tracks/248Jb9TGzk3Rk0OaNtUGol,https://api.spotify.com/v1/audio-analysis/248Jb9TGzk3Rk0OaNtUGol,152533,4
Gary U.S. Bonds,Quarter to Three,1961,31,Pop,60s,0.473,0.824,0,-9.325,0,0.178,0.929,0.0547,0.866,0.923,165.457,audio_features,7aHn8rGeEGkDkQiUV0DpW1,spotify:track:7aHn8rGeEGkDkQiUV0DpW1,https://api.spotify.com/v1/tracks/7aHn8rGeEGkDkQiUV0DpW1,https://api.spotify.com/v1/audio-analysis/7aHn8rGeEGkDkQiUV0DpW1,150400,4
Gary Wright,Dream Weaver,1976,37,Soft Rock,70s,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-6,0.0688,0.148,140.243,audio_features,74DrA5fFoGSy4xgkZarZtP,spotify:track:74DrA5fFoGSy4xgkZarZtP,https://api.spotify.com/v1/tracks/74DrA5fFoGSy4xgkZarZtP,https://api.spotify.com/v1/audio-analysis/74DrA5fFoGSy4xgkZarZtP,256173,4
Gary Wright,Love Is Alive,1976,9,Soft Rock,70s,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,audio_features,5vVuiXoHyRGxJeCaHUpgae,spotify:track:5vVuiXoHyRGxJeCaHUpgae,https://api.spotify.com/v1/tracks/5vVuiXoHyRGxJeCaHUpgae,https://api.spotify.com/v1/audio-analysis/5vVuiXoHyRGxJeCaHUpgae,230107,4
Gene & Debbe,Playboy,1968,41,Country,60s,0.598,0.446,2,-11.247,1,0.0317,0.414,0,0.159,0.394,104.212,audio_features,1bGOcfS5FTFik5fTnWx6we,spotify:track:1bGOcfS5FTFik5fTnWx6we,https://api.spotify.com/v1/tracks/1bGOcfS5FTFik5fTnWx6we,https://api.spotify.com/v1/audio-analysis/1bGOcfS5FTFik5fTnWx6we,175720,4
Gene Chandler,Duke of Earl,1962,13,R&B/Soul,60s,0.422,0.28,5,-11.277,1,0.0365,0.824,0,0.297,0.496,100.839,audio_features,6Hy22YDN9HJMRlJP1LwnJy,spotify:track:6Hy22YDN9HJMRlJP1LwnJy,https://api.spotify.com/v1/tracks/6Hy22YDN9HJMRlJP1LwnJy,https://api.spotify.com/v1/audio-analysis/6Hy22YDN9HJMRlJP1LwnJy,147841,4
Gene McDaniels,A Hundred Pounds of Clay,1961,26,Rock,60s,0.684,0.389,0,-10.933,1,0.035,0.604,0,0.369,0.824,129.06,audio_features,4s9qKAu0wMyIWVUB7Cuv3j,spotify:track:4s9qKAu0wMyIWVUB7Cuv3j,https://api.spotify.com/v1/tracks/4s9qKAu0wMyIWVUB7Cuv3j,https://api.spotify.com/v1/audio-analysis/4s9qKAu0wMyIWVUB7Cuv3j,142027,4
Gene Pitney,It Hurts to Be in Love,1964,27,Pop,60s,0.591,0.662,6,-8.657,1,0.0443,0.0702,0,0.103,0.881,129.955,audio_features,6xBlFsN225fidmyuEIApR3,spotify:track:6xBlFsN225fidmyuEIApR3,https://api.spotify.com/v1/tracks/6xBlFsN225fidmyuEIApR3,https://api.spotify.com/v1/audio-analysis/6xBlFsN225fidmyuEIApR3,152760,4
Genesis,In Too Deep,1987,47,Rock,80s,0.67,0.419,8,-10.266,1,0.0249,0.503,6.9e-6,0.101,0.304,103.538,audio_features,4P0uyibZjcXZLVeNOHBd8Q,spotify:track:4P0uyibZjcXZLVeNOHBd8Q,https://api.spotify.com/v1/tracks/4P0uyibZjcXZLVeNOHBd8Q,https://api.spotify.com/v1/audio-analysis/4P0uyibZjcXZLVeNOHBd8Q,302840,4
Genesis,Land of Confusion,1987,40,Rock,80s,0.613,0.928,1,-7.607,1,0.0396,0.016,4.43e-4,0.334,0.67,115.169,audio_features,6twIBPybEvGydyNzNz89FT,spotify:track:6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/tracks/6twIBPybEvGydyNzNz89FT,https://api.spotify.com/v1/audio-analysis/6twIBPybEvGydyNzNz89FT,285667,4
George Benson,Turn Your Love Around,1982,27,Pop,80s,0.627,0.385,9,-13.655,0,0.0537,0.334,0,0.182,0.766,205.726,audio_features,6a899bXlCuViXW2Qs8Rdqo,spotify:track:6a899bXlCuViXW2Qs8Rdqo,https://api.spotify.com/v1/tracks/6a899bXlCuViXW2Qs8Rdqo,https://api.spotify.com/v1/audio-analysis/6a899bXlCuViXW2Qs8Rdqo,230107,4
George Harrison,Give Me Love (Give Me Peace on Earth),1973,42,Rock,70s,0.373,0.57,5,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,audio_features,4XMRt4xFqLzGs4wDKkSSeu,spotify:track:4XMRt4xFqLzGs4wDKkSSeu,https://api.spotify.com/v1/tracks/4XMRt4xFqLzGs4wDKkSSeu,https://api.spotify.com/v1/audio-analysis/4XMRt4xFqLzGs4wDKkSSeu,215693,4
George Harrison,Got My Mind Set on You,1988,3,Pop,80s,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-6,0.485,0.963,149.206,audio_features,3OeUlriM0EZHdWleJtjoVr,spotify:track:3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/tracks/3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/audio-analysis/3OeUlriM0EZHdWleJtjoVr,234653,4
George Harrison,My Sweet Lord,1971,31,Rock,70s,0.537,0.701,1,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,audio_features,0qdQUeKVyevrbKhAo0ibxS,spotify:track:0qdQUeKVyevrbKhAo0ibxS,https://api.spotify.com/v1/tracks/0qdQUeKVyevrbKhAo0ibxS,https://api.spotify.com/v1/audio-analysis/0qdQUeKVyevrbKhAo0ibxS,281227,4
George McCrae,Rock Your Baby,1974,38,R&B/Soul,70s,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,audio_features,16KwF7IrKHTVTitUKH58g3,spotify:track:16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/tracks/16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/audio-analysis/16KwF7IrKHTVTitUKH58g3,200053,4
George Michael,Faith,1988,1,Pop,80s,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-5,0.0662,0.607,95.846,audio_features,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/tracks/0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/audio-analysis/0HEmnAUT8PHznIAAmVXqFJ,193200,4
George Michael,Father Figure,1988,27,Pop,80s,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-5,0.0853,0.284,101.988,audio_features,0L0T4tMAaGqLgIVj1MOj9t,spotify:track:0L0T4tMAaGqLgIVj1MOj9t,https://api.spotify.com/v1/tracks/0L0T4tMAaGqLgIVj1MOj9t,https://api.spotify.com/v1/audio-analysis/0L0T4tMAaGqLgIVj1MOj9t,336667,4
George Michael,I Want Your Sex,1987,24,Pop,80s,0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,audio_features,6QnFHieoch6U9J8zfv6hml,spotify:track:6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/tracks/6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/audio-analysis/6QnFHieoch6U9J8zfv6hml,557293,4
George Michael,Monkey,1988,45,Pop,80s,0.683,0.879,1,-9.487,0,0.0459,0.0955,0.0828,0.448,0.702,97.062,audio_features,2nzPzkGP9QSZ1lqvXTfyzT,spotify:track:2nzPzkGP9QSZ1lqvXTfyzT,https://api.spotify.com/v1/tracks/2nzPzkGP9QSZ1lqvXTfyzT,https://api.spotify.com/v1/audio-analysis/2nzPzkGP9QSZ1lqvXTfyzT,306120,4
George Michael,One More Try,1988,11,Pop,80s,0.551,0.291,5,-12.544,1,0.0283,0.434,3.78e-5,0.11,0.0823,119.005,audio_features,5932kbyNt445gDTT2chRUS,spotify:track:5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/tracks/5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/audio-analysis/5932kbyNt445gDTT2chRUS,350667,3
Georgia Satellites,Keep Your Hands to Yourself,1987,35,Pop,80s,0.577,0.807,2,-9.281,1,0.0449,0.00233,2.57e-4,0.0755,0.891,114.921,audio_features,5tORtBzHUAnNrIw5Ql3kHZ,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,https://api.spotify.com/v1/tracks/5tORtBzHUAnNrIw5Ql3kHZ,https://api.spotify.com/v1/audio-analysis/5tORtBzHUAnNrIw5Ql3kHZ,205000,4
